Actual Duration 0.71 Hours, Interval 6 Seconds
Date,TIME,E1,E2,E3,E4,C1,C2,C3,C4,OILT,DIF,CLD,OAT,BAT,FF,USD,MARK
07/05/14, 18:37:16, 1302, 1416, 1247, 1312, 128, 131, 130, 126, 72, 169, 0, 73,13.8,2.4,10.2,
07/05/14, 18:37:22, 1302, 1416, 1247, 1312, 128, 131, 132, 126, 72, 169, 0, 73,13.8,2.4,10.2,
07/05/14, 18:37:28, 1302, 1437, 1256, 1312, 136, 138, 139, 133, 72, 181, 0, 73,13.8,2.4,10.2,
07/05/14, 18:37:34, 1308, 1432, 1261, 1317, 141, 143, 145, 140, 74, 171, 0, 73,13.8,2.4,10.2,
07/05/14, 18:37:40, 1317, 1439, 1261, 1322, 148, 150, 153, 146, 76, 178, 0, 73,13.8,2.4,10.2,
07/05/14, 18:37:46, 1323, 1426, 1261, 1329, 154, 155, 159, 152, 76, 165, 0, 73,13.8,2.4,10.2,
07/05/14, 18:37:52, 1329, 1426, 1273, 1329, 160, 161, 166, 158, 78, 153, 0, 73,13.8,2.4,10.2,
07/05/14, 18:37:58, 1329, 1433, 1273, 1337, 166, 166, 171, 164, 78, 160, 0, 73,13.8,2.4,10.2,
07/05/14, 18:38:04, 1337, 1433, 1273, 1337, 171, 171, 177, 170, 80, 160, 0, 73,13.8,2.4,10.2,
07/05/14, 18:38:10, 1337, 1441, 1273, 1337, 176, 176, 183, 175, 80, 168, 0, 73,13.8,2.4,10.2,
07/05/14, 18:38:16, 1344, 1430, 1273, 1348, 182, 181, 189, 181, 83, 157, 0, 73,13.8,2.4,10.2,
07/05/14, 18:38:22, 1344, 1445, 1273, 1348, 186, 186, 194, 186, 83, 172, 0, 73,13.8,2.4,10.2,
07/05/14, 18:38:28, 1344, 1445, 1280, 1353, 191, 191, 199, 191, 85, 165, 0, 73,13.8,2.4,10.2,
07/05/14, 18:38:34, 1344, 1445, 1280, 1353, 196, 195, 204, 196, 85, 165, 0, 73,13.8,2.4,10.2,
07/05/14, 18:38:40, 1349, 1445, 1280, 1361, 200, 199, 209, 201, 87, 165, 0, 73,13.8,2.4,10.2,
07/05/14, 18:38:46, 1357, 1440, 1293, 1361, 204, 204, 214, 205, 89, 147, 0, 73,13.8,2.4,10.2,
07/05/14, 18:38:52, 1357, 1452, 1287, 1361, 208, 208, 219, 210, 89, 165, 0, 73,13.8,2.4,10.2,
07/05/14, 18:38:58, 1357, 1452, 1287, 1361, 212, 211, 223, 214, 91, 165, 0, 73,13.8,2.4,10.2,
07/05/14, 18:39:04, 1357, 1435, 1292, 1361, 216, 216, 227, 219, 91, 143, 0, 73,13.8,2.4,10.2,
07/05/14, 18:39:10, 1357, 1442, 1292, 1368, 219, 219, 231, 223, 93, 150, 0, 73,13.8,2.4,10.2,
07/05/14, 18:39:16, 1357, 1435, 1292, 1368, 222, 223, 235, 227, 93, 143, 0, 73,13.8,2.4,10.2,
07/05/14, 18:39:22, 1357, 1441, 1292, 1361, 226, 227, 239, 231, 95, 149, 0, 73,13.8,2.4,10.2,
07/05/14, 18:39:28, 1357, 1441, 1292, 1361, 229, 230, 243, 235, 97, 149, 0, 73,13.8,2.4,10.2,
07/05/14, 18:39:34, 1357, 1441, 1297, 1361, 232, 233, 246, 239, 99, 144, 0, 73,13.8,2.4,10.2,
07/05/14, 18:39:40, 1357, 1441, 1297, 1367, 235, 237, 250, 242, 99, 144, 0, 73,13.8,2.4,10.2,
07/05/14, 18:39:46, 1357, 1441, 1304, 1367, 238, 239, 253, 245, 101, 137, 0, 73,13.8,2.4,10.2,
07/05/14, 18:39:52, 1343, 1447, 1310, 1367, 241, 242, 257, 249, 103, 137, 0, 73,13.8,2.0,10.2,
07/05/14, 18:39:58, 1316, 1433, 1305, 1358, 243, 244, 260, 251, 103, 128, 0, 73,13.8,2.0,10.2,
07/05/14, 18:40:04, 1277, 1398, 1305, 1349, 246, 247, 263, 254, 105, 121, 0, 73,13.8,4.0,10.4,
07/05/14, 18:40:10, 1345, 1398, 1349, 1371, 249, 251, 266, 257, 105, 53, 0, 73,13.8,6.9,10.4,
07/05/14, 18:40:16, 1334, 1370, 1336, 1356, 254, 258, 269, 262, 105, 36, 0, 73,13.8,6.9,10.4,
07/05/14, 18:40:22, 1320, 1350, 1319, 1334, 259, 264, 274, 267, 108, 31, 0, 73,13.8,6.9,10.4,
07/05/14, 18:40:28, 1320, 1372, 1299, 1329, 263, 268, 280, 271, 108, 73, 0, 73,13.8,3.0,10.4,
07/05/14, 18:40:34, 1320, 1372, 1286, 1322, 266, 271, 284, 275, 110, 86, 0, 73,13.8,3.0,10.4,
07/05/14, 18:40:40, 1320, 1372, 1280, 1317, 269, 273, 288, 278, 113, 92, 0, 73,13.8,3.0,10.4,
07/05/14, 18:40:46, 1343, 1411, 1295, 1354, 271, 275, 291, 281, 113, 116, 0, 73,13.8,2.5,10.4,
07/05/14, 18:40:52, 1355, 1420, 1295, 1369, 274, 275, 293, 284, 116, 125, 0, 73,13.8,2.5,10.4,
07/05/14, 18:40:58, 1355, 1431, 1295, 1369, 274, 278, 295, 287, 118, 136, 0, 73,13.8,2.5,10.4,
