Actual Duration 0.06 Hours, Interval 6 Seconds
Date,TIME,E1,E2,E3,E4,C1,C2,C3,C4,OILT,DIF,CLD,OAT,BAT,FF,USD,MARK
07/10/14, 04:15:56, 1237, 1394, 1250, 1293, 191, 188, 205, 196, 110, 157, 0, 68,13.9,2.0,0.0,
07/10/14, 04:16:02, 1237, 1394, 1250, 1293, 191, 188, 205, 196, 110, 157, 0, 68,13.9,2.0,0.0,
07/10/14, 04:16:08, 1255, 1407, 1268, 1293, 194, 191, 210, 200, 110, 152, 0, 68,13.9,2.0,0.0,
07/10/14, 04:16:14, 1265, 1407, 1275, 1293, 198, 195, 214, 203, 110, 142, 0, 68,13.9,2.0,0.0,
07/10/14, 04:16:20, 1276, 1407, 1283, 1302, 202, 199, 219, 207, 112, 131, 0, 68,13.9,2.0,0.0,
07/10/14, 04:16:26, 1276, 1393, 1283, 1314, 206, 203, 224, 210, 112, 117, 0, 68,13.9,2.0,0.0,
07/10/14, 04:16:32, 1276, 1371, 1288, 1314, 209, 206, 228, 213, 114, 95, 0, 68,13.9,2.0,0.0,
07/10/14, 04:16:38, 1290, 1381, 1288, 1314, 213, 209, 233, 217, 114, 93, 0, 68,13.9,2.0,0.0,
07/10/14, 04:16:44, 1300, 1360, 1288, 1314, 217, 212, 237, 221, 116, 72, 0, 68,13.9,2.0,0.0,
07/10/14, 04:16:50, 1288, 1360, 1288, 1314, 220, 216, 241, 224, 116, 72, 0, 68,13.9,2.0,0.0,
07/10/14, 04:16:56, 1293, 1360, 1288, 1322, 223, 218, 244, 227, 118, 72, 0, 68,13.9,2.0,0.0,
07/10/14, 04:17:02, 1293, 1379, 1295, 1337, 226, 221, 248, 231, 118, 86, 0, 68,13.9,2.0,0.0,
07/10/14, 04:17:08, 1293, 1379, 1295, 1332, 229, 223, 252, 233, 118, 86, 0, 68,13.9,2.0,0.0,
07/10/14, 04:17:14, 1299, 1397, 1304, 1324, 233, 226, 256, 237, 120, 98, 0, 68,13.9,2.0,0.0,
07/10/14, 04:17:20, 1306, 1397, 1312, 1338, 235, 229, 259, 239, 120, 91, 0, 68,13.9,2.0,0.0,
07/10/14, 04:17:26, 1306, 1385, 1312, 1338, 239, 231, 263, 242, 122, 79, 0, 68,13.9,2.0,0.0,
07/10/14, 04:17:32, 1306, 1406, 1312, 1322, 241, 233, 266, 244, 122, 100, 0, 68,13.9,2.0,0.0,
07/10/14, 04:17:38, 1306, 1420, 1312, 1306, 244, 236, 269, 247, 122, 114, 0, 68,13.9,2.0,0.0,
07/10/14, 04:17:44, 1311, 1399, 1306, 1315, 246, 238, 272, 250, 124, 93, 0, 68,13.9,2.0,0.0,
07/10/14, 04:17:50, 1295, 1384, 1306, 1328, 248, 240, 275, 252, 124, 89, 0, 68,13.9,2.0,0.0,
07/10/14, 04:17:56, 1301, 1370, 1306, 1317, 251, 242, 278, 255, 124, 69, 0, 68,13.9,2.0,0.0,
07/10/14, 04:18:02, 1295, 1386, 1312, 1323, 253, 245, 280, 257, 126, 91, 0, 68,13.9,2.0,0.0,
07/10/14, 04:18:08, 1285, 1378, 1307, 1337, 255, 247, 283, 260, 126, 93, 0, 68,13.9,2.0,0.0,
07/10/14, 04:18:14, 1308, 1378, 1313, 1318, 257, 249, 285, 262, 128, 70, 0, 68,13.9,2.0,0.0,
07/10/14, 04:18:20, 1295, 1378, 1293, 1331, 259, 251, 287, 264, 128, 85, 0, 68,13.9,2.0,0.0,
07/10/14, 04:18:26, 1302, 1396, 1293, 1331, 261, 253, 289, 266, 128, 103, 0, 68,13.9,1.6,0.0,
07/10/14, 04:18:32, 1216, 1321, 1267, 1313, 261, 253, 291, 268, 130, 105, 0, 68,13.9,1.6,0.0,
07/10/14, 04:18:38, 1227, 1243, 1258, 1280, 263, 255, 293, 270, 132, 53, 0, 68,13.9,1.6,0.0,
07/10/14, 04:18:44, 1259, 1251, 1258, 1255, 263, 255, 295, 270, 132, 8, 0, 68,13.9,1.6,0.0,
07/10/14, 04:18:50, 1247, 1218, 1258, 1271, 263, 255, 295, 272, 134, 53, 0, 68,13.9,1.6,0.0,
07/10/14, 04:18:56, 1241, 1218, 1258, 1254, 263, 255, 298, 272, 134, 40, 0, 68,13.9,1.6,0.0,
07/10/14, 04:19:02, 1234, 1218, 1258, 1277, 265, 257, 298, 274, 136, 59, 0, 68,13.9,1.6,0.0,
07/10/14, 04:19:08, 1243, 1235, 1258, 1239, 265, 257, 300, 274, 136, 23, 0, 68,13.9,1.6,0.0,
07/10/14, 04:19:14, 1235, 1235, 1253, 1264, 265, 257, 300, 276, 136, 29, 0, 68,13.9,1.6,0.0,
07/10/14, 04:19:20, 1222, 1199, 1242, 1214, 265, 259, 302, 276, 138, 43, 0, 68,13.9,1.6,0.0,
07/10/14, 04:19:26, 1229, 1290, 1242, 1271, 265, 259, 302, 276, 138, 61, 0, 68,13.9,1.6,0.0,
07/10/14, 04:19:32, 1229, 1239, 1248, 1218, 265, 259, 304, 278, 138, 30, 0, 68,13.9,1.6,0.0,
