Actual Duration 0.55 Hours, Interval 6 Seconds
Date,TIME,E1,E2,E3,E4,C1,C2,C3,C4,OILT,DIF,CLD,OAT,BAT,FF,USD,MARK
06/12/14, 21:22:48, 1240, 1370, 1235, 1254, 90, 93, 88, 89, 65, 135, 0, 70,13.8,2.6,9.7,
06/12/14, 21:22:54, 1240, 1377, 1235, 1254, 90, 93, 88, 89, 65, 142, 0, 70,13.8,2.6,9.7,
06/12/14, 21:23:00, 1262, 1397, 1260, 1254, 97, 100, 96, 96, 65, 143, 0, 70,13.8,2.6,9.7,
06/12/14, 21:23:06, 1278, 1383, 1280, 1271, 103, 106, 104, 102, 67, 112, 0, 70,13.8,2.6,9.7,
06/12/14, 21:23:12, 1289, 1418, 1280, 1292, 111, 114, 113, 110, 67, 138, 0, 70,13.8,2.6,9.7,
06/12/14, 21:23:18, 1301, 1412, 1296, 1292, 117, 120, 120, 116, 69, 120, 0, 70,13.8,2.6,9.7,
06/12/14, 21:23:24, 1311, 1424, 1305, 1305, 123, 126, 127, 122, 71, 119, 0, 70,13.8,2.6,9.7,
06/12/14, 21:23:30, 1311, 1411, 1305, 1305, 129, 132, 135, 129, 71, 106, 0, 70,13.8,2.3,9.7,
06/12/14, 21:23:36, 1304, 1417, 1299, 1298, 135, 137, 141, 135, 73, 119, 0, 70,13.8,2.3,9.7,
06/12/14, 21:23:42, 1298, 1424, 1299, 1290, 141, 143, 149, 141, 73, 134, 0, 70,13.8,2.3,9.7,
06/12/14, 21:23:48, 1298, 1424, 1292, 1305, 147, 148, 155, 147, 75, 132, 0, 70,13.8,2.3,9.7,
06/12/14, 21:23:54, 1303, 1430, 1310, 1305, 152, 152, 162, 152, 75, 127, 0, 70,13.8,2.3,9.7,
06/12/14, 21:24:00, 1323, 1403, 1310, 1323, 158, 157, 168, 157, 77, 93, 0, 70,13.8,2.3,9.7,
06/12/14, 21:24:06, 1323, 1412, 1317, 1318, 163, 162, 175, 163, 77, 95, 0, 70,13.8,2.3,9.7,
06/12/14, 21:24:12, 1323, 1412, 1317, 1318, 168, 167, 180, 168, 79, 95, 0, 70,13.8,2.3,9.7,
06/12/14, 21:24:18, 1323, 1418, 1324, 1312, 173, 171, 186, 173, 79, 106, 0, 70,13.8,2.3,9.7,
06/12/14, 21:24:24, 1323, 1413, 1324, 1312, 178, 176, 192, 178, 81, 101, 0, 70,13.8,2.3,9.7,
06/12/14, 21:24:30, 1334, 1405, 1318, 1312, 182, 180, 197, 183, 81, 93, 0, 70,13.8,2.3,9.7,
06/12/14, 21:24:36, 1334, 1418, 1327, 1323, 186, 184, 203, 188, 84, 95, 0, 70,13.8,2.3,9.7,
06/12/14, 21:24:42, 1334, 1418, 1327, 1330, 191, 187, 207, 192, 84, 91, 0, 70,13.8,2.3,9.7,
06/12/14, 21:24:48, 1328, 1333, 1308, 1274, 195, 191, 212, 197, 84, 59, 0, 70,13.8,1.6,9.7,
06/12/14, 21:24:54, 1302, 1333, 1273, 1230, 198, 194, 217, 200, 87, 103, 0, 72,13.8,1.6,9.7,
06/12/14, 21:25:00, 1280, 1282, 1243, 1177, 201, 196, 221, 203, 87, 105, 0, 72,13.8,1.6,9.7,
06/12/14, 21:25:06, 1238, 1242, 1231, 1141, 203, 198, 224, 206, 89, 101, 0, 72,13.8,1.4,9.7,
06/12/14, 21:25:12, 1255, 1210, 1244, 1114, 206, 198, 227, 208, 89, 141, 0, 72,13.8,1.4,9.7,
06/12/14, 21:25:18, 1242, 1239, 1252, 1123, 208, 201, 231, 211, 89, 129, 0, 72,13.8,1.4,9.7,
06/12/14, 21:25:24, 1268, 1220, 1246, 1115, 210, 203, 233, 213, 91, 153, 0, 72,13.8,1.4,9.7,
06/12/14, 21:25:30, 1241, 1220, 1246, 1132, 213, 203, 236, 215, 91, 114, 0, 72,13.8,1.4,9.7,
06/12/14, 21:25:36, 1264, 1332, 1312, 1237, 215, 206, 239, 217, 93, 95, 0, 72,13.8,4.0,9.7,
06/12/14, 21:25:42, 1348, 1380, 1361, 1341, 219, 211, 241, 221, 93, 39, 0, 72,13.8,6.5,9.7,
06/12/14, 21:25:48, 1348, 1380, 1361, 1367, 225, 218, 245, 226, 95, 32, 0, 72,13.8,6.5,9.7,
