Actual Duration 0.07 Hours, Interval 6 Seconds
Date,TIME,E1,E2,E3,E4,C1,C2,C3,C4,OILT,DIF,CLD,OAT,BAT,FF,USD,MARK
05/04/14, 03:16:38, 1339, 1418, 1305, 1298, 121, 122, 120, 118, 74, 120, 0, 60,13.9,2.4,19.2,
05/04/14, 03:16:44, 1339, 1418, 1305, 1298, 121, 122, 120, 118, 74, 120, 0, 60,13.9,2.4,19.2,
05/04/14, 03:16:50, 1312, 1418, 1293, 1298, 128, 128, 127, 124, 74, 125, 0, 60,13.9,2.4,19.2,
05/04/14, 03:16:56, 1321, 1396, 1309, 1309, 133, 133, 134, 130, 76, 87, 0, 60,13.9,2.4,19.2,
05/04/14, 03:17:02, 1321, 1410, 1309, 1321, 140, 139, 142, 136, 76, 101, 0, 60,13.9,2.4,19.2,
05/04/14, 03:17:08, 1339, 1420, 1309, 1321, 145, 144, 148, 142, 78, 111, 0, 60,13.9,2.4,19.2,
05/04/14, 03:17:14, 1351, 1420, 1309, 1326, 151, 149, 155, 148, 78, 111, 0, 60,13.9,2.4,19.2,
05/04/14, 03:17:20, 1362, 1420, 1309, 1326, 157, 154, 161, 154, 80, 111, 0, 60,13.9,2.4,19.2,
05/04/14, 03:17:26, 1362, 1430, 1309, 1326, 161, 158, 167, 158, 80, 121, 0, 60,13.9,2.2,19.2,
05/04/14, 03:17:32, 1362, 1430, 1321, 1344, 166, 163, 173, 164, 80, 109, 0, 60,13.9,2.2,19.2,
05/04/14, 03:17:38, 1355, 1412, 1321, 1336, 171, 167, 179, 169, 83, 91, 0, 60,13.9,2.2,19.2,
05/04/14, 03:17:44, 1355, 1401, 1321, 1341, 175, 172, 184, 174, 83, 80, 0, 60,13.9,2.2,19.2,
05/04/14, 03:17:50, 1367, 1424, 1321, 1348, 180, 176, 190, 179, 83, 103, 0, 60,13.9,2.2,19.2,
05/04/14, 03:17:56, 1367, 1439, 1321, 1332, 184, 180, 195, 184, 86, 118, 0, 60,13.9,1.9,19.2,
05/04/14, 03:18:02, 1334, 1408, 1284, 1327, 187, 183, 200, 187, 86, 124, 0, 60,13.9,1.6,19.2,
05/04/14, 03:18:08, 1328, 1358, 1284, 1307, 190, 186, 205, 191, 88, 74, 0, 60,13.9,1.6,19.2,
05/04/14, 03:18:14, 1301, 1358, 1284, 1326, 194, 188, 209, 195, 88, 74, 0, 60,13.9,1.6,19.2,
05/04/14, 03:18:20, 1316, 1322, 1270, 1295, 197, 190, 213, 198, 90, 52, 0, 60,13.9,1.6,19.2,
05/04/14, 03:18:26, 1316, 1346, 1265, 1295, 199, 193, 217, 201, 90, 81, 0, 60,13.9,1.6,19.2,
05/04/14, 03:18:32, 1292, 1285, 1272, 1250, 202, 195, 220, 203, 90, 42, 0, 60,13.9,1.6,19.2,
05/04/14, 03:18:38, 1300, 1306, 1272, 1265, 204, 197, 223, 207, 92, 41, 0, 60,13.9,1.6,19.2,
05/04/14, 03:18:44, 1277, 1291, 1265, 1229, 207, 199, 227, 209, 92, 62, 0, 60,13.9,1.8,19.2,
05/04/14, 03:18:50, 1317, 1367, 1287, 1292, 210, 202, 230, 212, 94, 80, 0, 60,13.9,2.9,19.2,
05/04/14, 03:18:56, 1367, 1407, 1309, 1343, 213, 206, 234, 216, 94, 98, 0, 60,13.9,2.9,19.2,
05/04/14, 03:19:02, 1378, 1424, 1315, 1363, 216, 209, 238, 219, 94, 109, 0, 60,13.9,2.9,19.2,
05/04/14, 03:19:08, 1378, 1424, 1333, 1363, 220, 212, 241, 223, 96, 91, 0, 60,13.9,2.3,19.2,
05/04/14, 03:19:14, 1378, 1430, 1341, 1355, 223, 215, 245, 225, 96, 89, 0, 60,13.9,2.3,19.2,
05/04/14, 03:19:20, 1378, 1435, 1341, 1348, 223, 218, 249, 228, 98, 94, 0, 60,13.9,2.3,19.2,
05/04/14, 03:19:26, 1351, 1449, 1341, 1360, 228, 221, 252, 232, 100, 108, 0, 60,13.9,2.0,19.2,
05/04/14, 03:19:32, 1325, 1400, 1315, 1360, 230, 223, 255, 234, 102, 85, 0, 60,13.9,1.4,19.2,
05/04/14, 03:19:38, 1225, 1219, 1292, 1206, 230, 223, 258, 236, 102, 86, 0, 60,13.9,1.4,19.2,
05/04/14, 03:19:44, 1208, 1238, 1240, 1142, 232, 223, 260, 236, 102, 98, 0, 60,13.9,2.1,19.2,
05/04/14, 03:19:50, 1208, 1225, 1249, 1188, 232, 225, 262, 238, 104, 61, 0, 60,13.9,2.1,19.2,
05/04/14, 03:19:56, 1289, 1327, 1305, 1247, 234, 225, 262, 238, 104, 80, 0, 60,13.9,2.5,19.2,
05/04/14, 03:20:02, 1327, 1428, 1331, 1313, 236, 227, 266, 241, 106, 115, 0, 60,13.9,2.1,19.2,
05/04/14, 03:20:08, 1316, 1448, 1305, 1338, 236, 227, 268, 241, 106, 143, 0, 60,13.9,2.1,19.2,
05/04/14, 03:20:14, 1309, 1442, 1294, 1356, 236, 229, 270, 243, 108, 148, 0, 60,13.9,2.1,19.2,
05/04/14, 03:20:20, 1336, 1388, 1308, 1346, 239, 229, 272, 243, 110, 80, 0, 60,13.9,1.5,19.2,
05/04/14, 03:20:26, 1278, 1379, 1274, 1275, 239, 229, 274, 245, 110, 105, 0, 60,13.9,1.5,19.2,
05/04/14, 03:20:32, 1253, 1324, 1264, 1240, 239, 231, 274, 245, 112, 84, 0, 60,13.9,1.5,19.2,
05/04/14, 03:20:38, 1259, 1324, 1264, 1233, 241, 231, 277, 247, 112, 91, 0, 60,13.9,1.5,19.2,
