Device Time, G(x), G(y), G(z), G(calibrated),Engine RPM(rpm),Fuel flow rate/minute(gal/min),Torque(Nm),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Y axis)(g),Mass Air Flow Rate(g/s),Speed (OBD)(mph),Relative Accelerator Pedal Position(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%)
16-Jan-2015 06:15:38.614,-1.40778387,2.0877378,8.11155128,-0.11521047,1661.5,0.01523713,12.78228474,-0.21623239,-0.15229098,0.65169621,0.16010129,9.06999969,9.32056808,-,-,-,-
16-Jan-2015 06:15:39.611,-0.995983,1.59931755,8.64784718,-0.07878703,1477.25,0.01204523,12.78228474,-0.08826824,-0.12983765,0.78934413,0.15131532,7.17000008,8.69919682,-,-,-,-
16-Jan-2015 06:15:40.613,-2.74853921,1.35989797,7.97747469,-0.10978985,1388.25,0.01270041,12.78228474,-0.12849221,-0.28017727,0.71319818,0.13862364,7.55999994,8.07782555,-,-,-,-
16-Jan-2015 06:15:41.611,-3.07414961,0.55544865,7.66144562,-0.11500935,882.75,0.01896661,-,-0.11925095,-0.32117927,0.71807951,0.05271599,11.28999996,5.59234095,-,-,-,-
16-Jan-2015 06:15:42.613,-2.71980572,0.30645782,8.92558193,-0.02933788,1567,0.02227611,9.91488838,-0.00230426,-0.33289328,0.83913219,0.04392999,13.26000023,6.83508301,-,-,-,-
16-Jan-2015 06:15:43.620,-3.83072281,-0.23941956,8.92558193,0.00940275,2453.75,0.04127632,9.91488838,-0.17384316,-0.31141663,0.66438687,-0.02831033,24.56999969,9.94193935,-,-,-,-
16-Jan-2015 06:15:44.612,-0.92894477,0.98640192,8.82981014,-0.09576982,2513.25,0.01350678,36.17718506,-0.06358666,-0.10152732,0.82253587,0.12202831,8.03999996,13.04879475,-,-,-,-
16-Jan-2015 06:15:45.612,-2.8826158,1.74297523,7.42201614,-0.06594691,1814.75,0.03786603,75.09829712,-0.16886088,-0.29384461,0.65657657,0.17767331,22.54000092,15.53427982,-,-,-,-
16-Jan-2015 06:15:46.627,-3.71579862,1.72382283,9.95987892,0.11678833,2064.75,0.0484665,18.49927711,-0.35730496,-0.22941364,0.47499856,0.1718163,28.85000038,16.77702141,-,-,-,-
16-Jan-2015 06:15:47.611,-1.16836429,1.93450892,8.94473362,-0.04054999,2529.5,0.04485461,76.76290131,-0.12864061,-0.20793596,0.71417487,0.22941364,26.70000076,21.74799156,-,-,-,-
16-Jan-2015 06:15:48.615,-0.59375346,1.47482216,8.2935133,-0.12019217,2037.5,0.01038208,76.76290131,-0.13889806,-0.06052532,0.7454142,0.15033865,6.17999983,21.74799156,-,-,-,-
16-Jan-2015 06:15:49.613,-2.34630966,2.11647129,9.79706955,-0.07171148,1872.5,0.03427094,80.43579865,-0.19358626,-0.21769863,0.63998121,0.23429495,20.39999962,23.61210442,-,-,-,-
16-Jan-2015 06:15:50.611,-2.04943299,2.41334796,9.93114567,0.08155149,1926.5,0.03477493,80.43579865,-0.13275512,-0.1659583,0.7297945,0.18841164,20.70000076,26.09758949,-,-,-,-
16-Jan-2015 06:15:51.612,-1.83874691,1.81001341,9.83537388,0.05551082,2020.25,0.02306569,63.51213455,-0.19689161,-0.18743597,0.90258652,0.18450697,13.72999954,27.34033203,-,-,-,-
16-Jan-2015 06:15:52.614,-0.92894477,2.27927136,8.74361897,-0.05506319,2035,0.019521,63.51213455,0.07483123,-0.19426864,0.93089777,0.23234162,11.61999989,27.34033203,-,-,-,-
16-Jan-2015 06:15:53.616,-1.65678453,1.59931755,7.72847414,-0.07959359,2042,0.01985698,63.51213455,-0.12662345,-0.13960031,0.73565149,0.21086496,11.81999969,28.58307457,-,-,-,-
16-Jan-2015 06:15:54.612,-1.14921188,2.20266199,8.13070393,-0.08174636,2044.5,0.01671548,15.75161934,-0.1330568,-0.11714698,0.72881788,0.22453231,9.94999981,29.20444679,-,-,-,-
16-Jan-2015 06:15:55.611,-1.0247165,2.20266199,10.2184515,0.08966881,2021.75,0.01681628,15.75161934,0.03578429,-0.1806023,0.89087147,0.24015196,10.01000023,29.20444679,-,-,-,-
16-Jan-2015 06:15:56.623,-1.23540258,1.86747062,8.16900826,-0.11756247,1998.25,0.01668188,16.85850143,-0.09270908,-0.08785998,0.77958155,0.20305562,9.93000031,28.58307457,-,-,-,-
16-Jan-2015 06:15:57.613,-0.37348628,1.49397457,6.48349047,-0.30170691,1989.75,0.01700107,16.85850143,-0.32047486,-0.03807199,0.56090623,0.15229098,10.11999989,27.96170425,-,-,-,-
16-Jan-2015 06:15:58.613,-1.46525085,2.30800486,9.22245789,-0.08168374,1979.5,0.01700107,16.85850143,-0.17354015,-0.08395532,0.69464952,0.20988829,10.11999989,27.96170425,-,-,-,-
16-Jan-2015 06:15:59.616,-0.6799441,1.56101274,6.45476675,-0.30051482,1985.75,0.01684988,-,-0.03423147,-0.09859832,0.82351249,0.26358098,10.02999973,27.34033203,-,-,-,-
16-Jan-2015 06:16:00.611,-1.45566976,1.53228915,8.03493214,-0.13408363,1983.5,0.01732027,-,0.01062426,-0.12983765,0.71905524,0.15619664,10.31000042,27.34033203,-,-,-,-
16-Jan-2015 06:16:01.615,-1.35989797,2.36546206,9.0309248,-0.01931757,1983.5,0.01747146,-,-0.15636225,-0.13960031,0.71710289,0.15521997,10.39999962,27.34033203,-,-,-,-
16-Jan-2015 06:16:02.612,-1.15879297,2.1547761,7.94874096,-0.07994986,2003,0.01817704,-,-0.20437811,-0.07028799,0.66926819,0.1893883,10.81999969,27.34033203,-,-,-,-
16-Jan-2015 06:16:03.613,-1.50355566,1.94409001,9.02134323,-0.06554218,2020.25,0.01816024,-,-0.04655282,-0.15326765,0.81960684,0.1981743,10.81000042,27.34033203,-,-,-,-
16-Jan-2015 06:16:04.610,-1.52270806,2.16435719,9.9981842,0.07327861,2033.5,0.01768985,-,-0.18023552,-0.12983765,0.68195885,0.20793596,10.52999973,27.34033203,-,-,-,-
16-Jan-2015 06:16:05.609,-0.84275413,2.1068902,9.27992535,-0.00716352,2044.5,0.01732026,32.07859421,-0.01191993,-0.14838631,0.8440125,0.24991462,10.31000042,28.58307457,-,-,-,-
16-Jan-2015 06:16:06.609,-0.86190647,1.74297523,7.72847414,-0.16863245,2044.5,0.01668189,32.07859421,-0.06030037,-0.14057697,0.81472653,0.17767331,9.93000031,28.58307457,-,-,-,-
16-Jan-2015 06:16:07.611,-1.1109072,1.57059383,8.62869549,-0.07584107,2048.25,0.01681628,32.07859421,-0.02591654,-0.08493099,0.84596586,0.21476963,10.01000023,27.96170425,-,-,-,-
16-Jan-2015 06:16:08.610,-0.77571583,1.58974624,8.1211319,-0.13374758,2050.75,0.01686668,15.8029995,-0.02238536,-0.09664599,0.85084623,0.20403129,10.03999996,28.58307457,-,-,-,-
16-Jan-2015 06:16:09.620,-1.30244088,1.26413608,8.10196972,-0.13464028,2062.5,0.01684988,15.8029995,-0.18357238,-0.10738432,0.6839112,0.20012663,10.02999973,29.20444679,-,-,-,-
16-Jan-2015 06:16:10.613,-0.48841041,1.72382283,7.49863529,-0.19509679,2057.75,0.01700108,15.8029995,-0.21382833,-0.04978699,0.66438687,0.17572097,10.11999989,28.58307457,-,-,-,-
16-Jan-2015 06:16:11.610,-0.71825868,1.9823947,10.18013668,0.00990555,2082.75,0.01661469,-,0.01339173,-0.13374332,0.88501447,0.19524531,9.89000034,28.58307457,-,-,-,-
16-Jan-2015 06:16:12.612,-0.83317304,2.04943299,8.27436161,-0.10791022,2048.25,0.01710187,-,-0.11690401,-0.12788531,0.7493189,0.20403129,10.18000031,28.58307457,-,-,-,-
16-Jan-2015 06:16:13.610,-0.25857195,2.27927136,7.00064421,-0.23004365,2042,0.01658109,-,-0.24878709,-0.026358,0.61362326,0.23234162,9.86999989,28.58307457,-,-,-,-
16-Jan-2015 06:16:14.616,-1.20666909,2.0206995,8.19774151,-0.08805496,2017.75,0.01691708,16.84000206,-0.05546307,-0.09371798,0.81374985,0.2186753,10.06999969,29.20444679,-,-,-,-
16-Jan-2015 06:16:15.611,-0.73741108,1.64720345,7.83382702,-0.04828588,1977.25,0.01671548,16.84000206,0.02612447,-0.19524531,0.89087147,0.17962563,9.94999981,27.96170425,-,-,-,-
16-Jan-2015 06:16:16.609,-0.55544865,1.30244088,6.50264263,-0.108207,1922.5,0.01679948,16.84000206,-0.32137728,-0.05662065,0.56285858,0.13276665,10,27.34033203,-,-,-,-
16-Jan-2015 06:16:17.608,-0.84275413,1.77170861,9.35653496,-0.00648248,1845.25,0.01390997,16.84000206,-0.32619998,-0.05759732,0.54821557,0.17376864,8.27999973,26.71896172,-,-,-,-
16-Jan-2015 06:16:18.614,-1.94409001,2.32715726,8.56165695,-0.05512929,1821.75,0.02195692,-,-0.24825209,-0.09567032,0.6292429,0.15424332,13.06999969,25.47621918,-,-,-,-
16-Jan-2015 06:16:19.613,-1.50355566,1.80043232,9.16500092,-0.01663548,1839.75,0.02321688,-,-0.035306,-0.15326765,0.83425081,0.1835303,13.81999969,25.47621918,-,-,-,-
16-Jan-2015 06:16:20.611,-1.30244088,1.53228915,6.66545248,-0.12807265,1891.25,0.02314968,-,-0.12479916,-0.12202831,0.73955619,0.21379396,13.77999973,24.85484695,-,-,-,-
16-Jan-2015 06:16:21.613,-1.01513541,1.92493761,8.073246,-0.12866461,1905.25,0.01676588,32.60802841,-0.14106764,-0.09664599,0.73858058,0.15717231,9.97999954,26.71896172,-,-,-,-
16-Jan-2015 06:16:22.611,-0.1723813,1.34074557,7.45074987,-0.20909554,1895.25,0.01565712,32.60802841,-0.22783183,-0.017572,0.65950555,0.1366713,9.31999969,26.09758949,-,-,-,-
16-Jan-2015 06:16:23.615,-1.42693627,1.64720345,8.83939075,-0.05295938,1800.75,0.01217962,17.2855835,-0.13805036,-0.12300398,0.73369926,0.17962563,7.25,26.71896172,-,-,-,-
16-Jan-2015 06:16:24.608,-0.59375346,1.81001341,8.76277161,-0.07251132,1778.75,0.01186043,17.2855835,-0.15651539,-0.14252931,0.70636451,0.2011023,7.05999994,25.47621918,-,-,-,-
16-Jan-2015 06:16:25.609,-1.00556409,1.28328848,8.42759037,-0.09357104,1682.75,0.01177644,17.2855835,-0.12469216,-0.10250398,0.75908154,0.13081431,7.01000023,24.23347664,-,-,-,-
16-Jan-2015 06:16:26.617,0.32561022,1.75254643,9.88325977,0.04272288,1591.25,0.01187723,17.2855835,0.10651872,-0.08200298,0.9943521,0.13862364,7.07000017,23.61210442,-,-,-,-
16-Jan-2015 06:16:27.622,0.29687673,0.65122044,7.36455917,-0.22674382,1575,0.01175964,-,-0.15643954,0.00097567,0.73955619,0.06638332,7,22.36936378,-,-,-,-
16-Jan-2015 06:16:28.610,1.60889864,1.76212752,8.30308437,-0.10035306,1543.75,0.01150764,-,-0.11905219,0.16400596,0.74638981,0.17962563,6.8499999,18.64113617,-,-,-,-
16-Jan-2015 06:16:29.608,0.73741108,2.01112819,7.81467438,-0.07474589,1554.5,0.01133965,-,-0.03052959,0.12886198,0.84108454,0.19231631,6.75,16.77702141,-,-,-,-
16-Jan-2015 06:16:30.617,-1.88662302,3.14118767,8.67658138,-0.05138564,1518.75,0.02353607,-,-0.10639083,-0.09567032,0.7415086,0.28408194,14.01000023,10.56331062,-,-,-,-
16-Jan-2015 06:16:31.609,-1.87705171,4.14675188,7.55609274,-0.08179605,1832.75,0.02459444,-,-0.10048885,-0.19134064,0.67024386,0.4227066,14.64000034,8.69919682,-,-,-,-
16-Jan-2015 06:16:32.623,-1.70467043,3.55298853,7.80509329,-0.08598023,1934.25,0.01001249,-,-0.09659933,-0.17279197,0.73662823,0.29286796,5.96000004,11.18468189,-,-,-,-
16-Jan-2015 06:16:33.619,-1.46525085,4.54898167,7.45074987,-0.04207019,1328,0.0290295,26.67122269,0.00833471,-0.15229098,0.7659142,0.49299559,17.28000069,11.18468189,-,-,-,-
16-Jan-2015 06:16:34.611,-2.29843354,2.87303472,7.56567383,-0.12341803,1653,0.03267499,20.83349419,-0.14212503,-0.23429495,0.67122054,0.29286796,19.45000076,14.91290855,-,-,-,-
16-Jan-2015 06:16:35.612,-2.7581203,3.26568317,7.12513924,-0.13400692,2033.5,0.03971397,62.50180054,-0.00132734,-0.30946428,0.7873919,0.33679894,23.63999939,16.15565109,-,-,-,-
16-Jan-2015 06:16:36.612,-2.85388231,2.1260426,6.79952908,-0.07183861,2228.75,0.04424984,76.87987518,-0.40698904,-0.19524531,0.44375926,0.13276665,26.34000015,20.50524902,-,-,-,-
16-Jan-2015 06:16:37.610,-1.40778387,1.43651736,7.25921583,-0.09159072,2596.75,0.04493861,41.54409027,-0.2318778,-0.14350498,0.63998121,0.14643398,26.75,22.9907341,-,-,-,-
16-Jan-2015 06:16:38.614,-0.89063996,1.55144155,8.68616199,-0.07697737,1732.75,0.00994529,41.54409027,-0.03221069,-0.12886198,0.83425081,0.2157463,5.92000008,24.23347664,-,-,-,-
16-Jan-2015 06:16:39.609,-1.07260239,2.01112819,9.80665016,0.04530412,1514,0.01742106,51.28367615,-0.06066175,-0.10640865,0.82156014,0.14545731,10.36999989,24.85484695,-,-,-,-
16-Jan-2015 06:16:40.611,-1.36947906,1.85789931,10.02690792,0.06784064,1724,0.02372087,51.28367615,0.04919894,-0.13960031,0.92211086,0.1893883,14.11999989,23.61210442,-,-,-,-
16-Jan-2015 06:16:41.608,-1.62805104,1.77170861,8.40842819,-0.08549146,1806.25,0.02572,51.28367615,-0.16411467,-0.17376864,0.70050752,0.16498263,15.31000042,23.61210442,-,-,-,-
16-Jan-2015 06:16:42.611,-1.67593694,2.50911975,9.45230675,0.03043979,1852.25,0.01810984,31.07253075,-0.11546659,-0.13374332,0.76493853,0.12593298,10.77999973,24.85484695,-,-,-,-
16-Jan-2015 06:16:43.615,-0.78529692,2.14520478,9.3278017,-0.21980834,1871,0.01780745,32.94249725,-0.23854831,-0.08005065,0.62729055,0.20988829,10.60000038,26.09758949,-,-,-,-
16-Jan-2015 06:16:44.609,-0.75656348,2.22181439,7.67101669,-0.1632576,1907,0.01774025,32.94249725,-0.04068168,-0.15619664,0.83815557,0.12300398,10.56000042,27.34033203,-,-,-,-
16-Jan-2015 06:16:45.610,-1.34074557,1.76212752,8.42759037,-0.03822986,1916.25,0.01752186,32.94249725,-0.05323026,-0.14448164,0.81082088,0.2128173,10.43000031,26.09758949,-,-,-,-
16-Jan-2015 06:16:46.611,-0.44052455,0.58418214,5.32469749,-0.14227644,1950.75,0.01752186,33.18512344,-0.45192996,-0.04490566,0.44278261,0.05954966,10.43000031,27.34033203,-,-,-,-
16-Jan-2015 06:16:47.614,-1.18751669,1.28328848,7.37414026,-0.20846319,1973.25,0.01710187,16.37987137,-0.05183625,-0.07224032,0.82058352,0.21379396,10.18000031,27.96170425,-,-,-,-
16-Jan-2015 06:16:48.611,-0.56502974,2.0398519,8.38927555,-0.09902465,2007,0.01737066,16.37987137,-0.16948263,-0.14448164,0.70538884,0.14057697,10.34000015,27.96170425,-,-,-,-
16-Jan-2015 06:16:49.608,-1.16836429,1.22583127,7.22091103,-0.22495264,2042,0.01973939,16.37987137,-0.24369432,-0.11909931,0.63607651,0.12495731,11.75,27.96170425,-,-,-,-
16-Jan-2015 06:16:50.608,-1.22583127,1.62805104,7.95832205,-0.09784143,2080.25,0.01990739,16.37987137,0.0111993,-0.13569565,0.88110989,0.20207897,11.85000038,27.96170425,-,-,-,-
16-Jan-2015 06:16:51.611,-1.21625018,1.35032666,6.83783388,-0.25977564,2092,0.0195546,32.96459961,-0.19202539,-0.10543198,0.67512524,0.2011023,11.64000034,29.20444679,-,-,-,-
16-Jan-2015 06:16:52.609,-0.98640192,1.57059383,5.7269268,-0.36736554,2094.5,0.019185,32.96459961,-0.38615587,-0.10055065,0.48378459,0.16010129,11.42000008,29.82581711,-,-,-,-
16-Jan-2015 06:16:53.608,-1.59931755,2.1260426,8.13070393,-0.1089415,2085,0.02506482,16.32070732,0.00718632,-0.15814897,0.88306212,0.14936298,14.92000008,29.20444679,-,-,-,-
16-Jan-2015 06:16:54.611,-1.07260239,2.01112819,10.15141296,-0.07016202,2094.5,0.02613999,16.32070732,0.03609029,-0.20793596,0.8996585,0.17376864,15.56000042,28.58307457,-,-,-,-
16-Jan-2015 06:16:55.611,-2.22181439,1.35032666,8.42759037,-0.06886663,2115.5,0.02608959,32.25343704,-0.10065816,-0.22648464,0.75908154,0.13764797,15.52999973,29.82581711,-,-,-,-
16-Jan-2015 06:16:56.611,-1.42693627,1.73339403,9.12669659,-0.02291673,2110.75,0.02091535,32.25343704,-0.17666472,-0.12593298,0.6995309,0.14936298,12.44999981,29.82581711,-,-,-,-
16-Jan-2015 06:16:57.617,-0.80444932,1.64720345,9.66299248,0.02158266,2099,0.01737066,32.25343704,-0.33021206,-0.06833565,0.55602586,0.11519464,10.34000015,29.82581711,-,-,-,-
16-Jan-2015 06:16:58.609,-1.65678453,1.03428781,9.59595394,0.01723665,2078,0.01728667,32.25343704,-0.00142228,-0.1688873,0.8781808,0.10543198,10.28999996,29.20444679,-,-,-,-
16-Jan-2015 06:16:59.616,-0.95767826,1.35989797,8.1881609,-0.1211622,2078,0.02088176,-,-0.19686916,-0.15033865,0.67512524,0.14545731,12.43000031,28.58307457,-,-,-,-
16-Jan-2015 06:17:00.609,-2.0015471,2.0015471,8.50419998,-0.06734943,2103.75,0.02104975,16.2713356,-0.33870557,-0.06150199,0.54821557,0.11421797,12.52999973,29.20444679,-,-,-,-
16-Jan-2015 06:17:01.611,-1.32159317,1.74297523,7.59440708,-0.17537946,2120.25,0.02051216,16.2713356,-0.19410421,-0.13471897,0.67414951,0.17767331,12.21000004,29.20444679,-,-,-,-
16-Jan-2015 06:17:02.625,-1.14921188,1.54186034,8.58081913,-0.08460236,2150,0.01891621,16.2713356,0.01191132,-0.16010129,0.88306212,0.17669663,11.26000023,29.20444679,-,-,-,-
16-Jan-2015 06:17:03.612,-1.18751669,0.52671516,7.19217777,-0.11686071,2157,0.01396037,-,0.13590115,-0.12300398,1.01582885,0.17083964,8.31000042,30.44718933,-,-,-,-
16-Jan-2015 06:17:04.611,-1.26413608,0.44052455,5.42046881,-0.10553708,2130.25,0.01372518,15.8991909,-0.43065873,-0.12886198,0.45254523,0.04490566,8.17000008,29.82581711,-,-,-,-
16-Jan-2015 06:17:05.610,-1.14921188,1.89620411,8.80107594,-0.05581355,2120.25,0.01784105,15.8991909,-0.0515428,-0.11909931,0.82156014,0.18841164,10.61999989,29.82581711,-,-,-,-
16-Jan-2015 06:17:06.610,-1.71424174,2.26970029,9.92156506,0.07111222,2142,0.02153693,15.8991909,-0.13292414,-0.2128173,0.72686553,0.14936298,12.81999969,29.82581711,-,-,-,-
16-Jan-2015 06:17:07.610,-0.6799441,1.67593694,8.09239864,-0.13573557,2157,0.01031488,-,-0.15444677,-0.06931132,0.72491318,0.17083964,6.13999987,29.82581711,-,-,-,-
16-Jan-2015 06:17:08.613,-1.19709778,1.69508934,8.70531464,-0.09013619,2142,0.00991169,-,-0.13504438,-0.05759732,0.75615251,0.10640865,5.9000001,29.82581711,-,-,-,-
16-Jan-2015 06:17:09.616,-0.85233521,1.90577543,7.03894901,0.0992263,2139.75,0.0130196,-,-0.03314542,-0.09469365,0.8440125,0.18450697,7.75,29.82581711,-,-,-,-
16-Jan-2015 06:17:10.613,-0.81402063,1.28328848,8.92558193,-0.05806112,2147.5,0.01312039,16.68686295,-0.0767458,-0.08297865,0.80984521,0.13081431,7.80999994,30.44718933,-,-,-,-
16-Jan-2015 06:17:11.612,-1.19709778,1.34074557,8.88727665,-0.05671751,2157,0.0128516,16.68686295,-0.15095405,-0.07419266,0.73077017,0.15717231,7.6500001,29.82581711,-,-,-,-
16-Jan-2015 06:17:12.611,-0.67037278,1.86747062,8.08281803,-0.10107651,2175,0.01098686,16.68686295,-0.15179276,-0.08590765,0.72784215,0.16205363,6.53999996,31.06855965,-,-,-,-
16-Jan-2015 06:17:13.615,-0.45010564,1.87705171,8.39885616,-0.06792922,2185,0.01056687,15.91001606,0.09594543,-0.04588233,0.97775686,0.19134064,6.28999996,29.82581711,-,-,-,-
16-Jan-2015 06:17:14.615,-0.61291564,1.45566976,7.42201614,-0.01905835,2152.25,0.00855094,15.91001606,-0.15752399,-0.02538133,0.73467487,0.10933765,5.09000015,30.44718933,-,-,-,-
16-Jan-2015 06:17:15.610,-0.42137215,1.15879297,8.00620842,-0.15525073,2099,0.0096597,15.91001606,0.02549871,-0.04197766,0.9035632,0.20500796,5.75,29.82581711,-,-,-,-
16-Jan-2015 06:17:16.614,-1.21625018,1.58974624,8.96388626,-0.0447461,2167,0.00814775,33.33479309,-0.06342623,-0.12398065,0.81374985,0.16205363,4.8499999,31.06855965,-,-,-,-
16-Jan-2015 06:17:17.615,0.40221977,0.6799441,6.39729977,-0.11278743,2135,0.00846694,33.33479309,0.11283022,-0.023429,0.99728119,0.18157797,5.03999996,29.82581711,-,-,-,-
16-Jan-2015 06:17:18.610,-1.39821255,1.22583127,7.24963474,-0.21807367,2157,0.01159164,33.33479309,-0.15289591,-0.13764797,0.7210086,0.15521997,6.9000001,29.82581711,-,-,-,-
16-Jan-2015 06:17:19.614,-0.75656348,2.28885245,9.46187782,0.01432478,2177.25,0.01162524,-,-0.00433514,-0.07712166,0.86451352,0.23331828,6.92000008,29.82581711,-,-,-,-
16-Jan-2015 06:17:20.613,-0.02872368,0.6799441,5.37258339,-0.42895979,2182,0.00826534,-,0.24050735,0.008786,1.13102448,0.14936298,4.92000008,29.82581711,-,-,-,-
16-Jan-2015 06:17:21.609,0.10534304,0.93852586,5.40131664,-0.09621069,2159.25,0.01019728,-,-0.14147006,-0.08883666,0.7454142,0.11812364,6.07000017,29.82581711,-,-,-,-
16-Jan-2015 06:17:22.609,-1.26413608,0.50756282,6.47391891,-0.03647602,2162.5,0.00826534,-,-0.3253879,-0.12886198,0.55993056,0.05173933,4.92000008,29.82581711,-,-,-,-
