Actual Duration 0.61 Hours, Interval 6 Seconds
Date,TIME,E1,E2,E3,E4,C1,C2,C3,C4,OILT,DIF,CLD,OAT,BAT,FF,USD,MARK
04/26/14, 18:21:50, 1362, 1423, 1317, 1340, 151, 155, 161, 155, 64, 106, 0, 51,13.8,2.6,8.6,
04/26/14, 18:21:56, 1362, 1423, 1317, 1340, 151, 155, 161, 155, 64, 106, 0, 51,13.8,2.6,8.6,
04/26/14, 18:22:02, 1348, 1418, 1317, 1334, 157, 161, 168, 162, 64, 101, 0, 51,13.8,2.6,8.6,
04/26/14, 18:22:08, 1357, 1418, 1317, 1339, 163, 166, 175, 168, 67, 101, 0, 51,13.8,2.6,8.6,
04/26/14, 18:22:14, 1346, 1418, 1323, 1334, 168, 171, 181, 173, 67, 95, 0, 51,13.8,2.6,8.6,
04/26/14, 18:22:20, 1346, 1426, 1323, 1334, 173, 175, 187, 179, 69, 103, 0, 51,13.8,2.6,8.6,
04/26/14, 18:22:26, 1351, 1416, 1323, 1334, 177, 180, 192, 184, 71, 93, 0, 51,13.8,2.6,8.6,
04/26/14, 18:22:32, 1357, 1416, 1317, 1334, 182, 184, 197, 189, 71, 99, 0, 51,13.8,2.6,8.6,
04/26/14, 18:22:38, 1357, 1421, 1317, 1334, 186, 188, 203, 194, 73, 104, 0, 51,13.8,2.6,8.6,
04/26/14, 18:22:44, 1368, 1411, 1317, 1341, 190, 191, 207, 198, 73, 94, 0, 51,13.8,2.6,8.6,
04/26/14, 18:22:50, 1368, 1431, 1326, 1346, 194, 195, 212, 202, 76, 105, 0, 51,13.8,2.6,8.6,
04/26/14, 18:22:56, 1368, 1424, 1326, 1346, 198, 199, 216, 207, 76, 98, 0, 51,13.8,2.6,8.6,
04/26/14, 18:23:02, 1363, 1424, 1326, 1346, 202, 203, 221, 211, 78, 98, 0, 51,13.8,2.6,8.6,
04/26/14, 18:23:08, 1372, 1424, 1326, 1346, 206, 206, 225, 214, 80, 98, 0, 51,13.8,2.6,8.6,
04/26/14, 18:23:14, 1372, 1424, 1326, 1346, 210, 210, 229, 219, 80, 98, 0, 51,13.8,2.6,8.6,
04/26/14, 18:23:20, 1322, 1335, 1294, 1289, 213, 213, 233, 222, 82, 46, 0, 51,13.8,1.4,8.6,
04/26/14, 18:23:26, 1257, 1225, 1259, 1209, 216, 213, 236, 225, 84, 50, 0, 51,13.8,1.4,8.6,
04/26/14, 18:23:32, 1220, 1288, 1278, 1222, 216, 215, 239, 227, 84, 68, 0, 51,13.8,2.8,8.6,
04/26/14, 18:23:38, 1328, 1383, 1331, 1299, 221, 218, 241, 230, 84, 84, 0, 51,13.8,2.1,8.6,
04/26/14, 18:23:44, 1334, 1408, 1331, 1319, 223, 220, 244, 233, 86, 89, 0, 51,13.8,2.1,8.6,
04/26/14, 18:23:50, 1334, 1402, 1331, 1319, 225, 222, 247, 235, 88, 83, 0, 51,13.8,2.1,8.6,
04/26/14, 18:23:56, 1334, 1414, 1331, 1319, 227, 224, 249, 237, 90, 95, 0, 51,13.8,2.1,8.6,
04/26/14, 18:24:02, 1334, 1414, 1337, 1326, 229, 226, 253, 240, 90, 88, 0, 51,13.8,2.1,8.6,
04/26/14, 18:24:08, 1339, 1414, 1337, 1332, 232, 229, 256, 242, 93, 82, 0, 51,13.8,1.7,8.6,
04/26/14, 18:24:14, 1320, 1358, 1299, 1332, 232, 229, 259, 244, 93, 59, 0, 51,13.8,1.7,8.6,
04/26/14, 18:24:20, 1300, 1367, 1285, 1325, 235, 231, 262, 244, 95, 82, 0, 51,13.8,1.7,8.6,
04/26/14, 18:24:26, 1300, 1355, 1279, 1330, 235, 231, 264, 247, 95, 76, 0, 51,13.8,1.7,8.6,
04/26/14, 18:24:32, 1300, 1375, 1279, 1330, 237, 233, 266, 247, 97, 96, 0, 51,13.8,1.7,8.6,
04/26/14, 18:24:38, 1300, 1399, 1279, 1315, 239, 233, 269, 249, 97, 120, 0, 53,13.8,1.7,8.6,
04/26/14, 18:24:44, 1308, 1388, 1271, 1341, 239, 235, 271, 249, 99, 117, 0, 53,13.8,1.7,8.6,
04/26/14, 18:24:50, 1295, 1388, 1271, 1330, 241, 235, 273, 252, 99, 117, 0, 53,13.8,1.7,8.6,
04/26/14, 18:24:56, 1311, 1361, 1271, 1338, 243, 235, 275, 252, 101, 90, 0, 53,13.8,1.7,8.6,
04/26/14, 18:25:02, 1292, 1380, 1271, 1338, 243, 238, 277, 254, 101, 109, 0, 53,13.8,1.7,8.6,
04/26/14, 18:25:08, 1316, 1387, 1349, 1327, 245, 238, 279, 256, 103, 71, 0, 53,13.8,5.1,8.6,
04/26/14, 18:25:14, 1349, 1387, 1358, 1370, 249, 244, 281, 259, 103, 38, 0, 53,13.8,7.8,8.6,
04/26/14, 18:25:20, 1349, 1380, 1365, 1378, 253, 251, 284, 263, 103, 31, 0, 53,13.8,7.8,8.6,
04/26/14, 18:25:26, 1317, 1343, 1326, 1339, 259, 258, 288, 268, 105, 26, 0, 53,13.8,6.0,8.6,
04/26/14, 18:25:32, 1328, 1367, 1309, 1334, 263, 261, 293, 272, 105, 58, 0, 53,13.8,3.2,8.6,
04/26/14, 18:25:38, 1363, 1403, 1327, 1358, 266, 263, 296, 274, 107, 76, 0, 53,13.8,2.3,8.6,
04/26/14, 18:25:44, 1351, 1403, 1343, 1342, 268, 263, 299, 276, 109, 61, 0, 53,13.8,2.0,8.8,
04/26/14, 18:25:50, 1342, 1396, 1343, 1342, 268, 263, 301, 278, 112, 54, 0, 53,13.8,2.0,8.8,
04/26/14, 18:25:56, 1335, 1406, 1343, 1342, 270, 263, 303, 278, 114, 71, 0, 53,13.8,2.0,8.8,
04/26/14, 18:26:02, 1341, 1395, 1343, 1331, 272, 265, 303, 281, 114, 64, 0, 53,13.8,2.0,8.8,
04/26/14, 18:26:08, 1341, 1395, 1343, 1331, 272, 265, 305, 281, 117, 64, 0, 53,13.8,2.0,8.8,
04/26/14, 18:26:14, 1341, 1406, 1343, 1331, 274, 267, 305, 283, 117, 75, 0, 53,13.8,2.0,8.8,
04/26/14, 18:26:20, 1341, 1398, 1349, 1331, 274, 267, 305, 283, 119, 67, 0, 53,13.8,2.0,8.8,
04/26/14, 18:26:26, 1341, 1411, 1349, 1331, 277, 267, 308, 285, 121, 80, 0, 53,13.8,2.0,8.8,
04/26/14, 18:26:32, 1341, 1401, 1349, 1331, 277, 267, 308, 285, 121, 70, 0, 53,13.8,2.0,8.8,
04/26/14, 18:26:38, 1341, 1401, 1342, 1331, 277, 269, 308, 285, 123, 70, 0, 53,13.8,2.0,8.8,
04/26/14, 18:26:44, 1341, 1401, 1342, 1331, 279, 269, 310, 287, 123, 70, 0, 53,13.8,2.0,8.8,
04/26/14, 18:26:50, 1341, 1401, 1342, 1331, 279, 269, 310, 287, 125, 70, 0, 53,13.8,2.0,8.8,
04/26/14, 18:26:56, 1368, 1408, 1400, 1374, 281, 272, 312, 289, 125, 40, 0, 53,13.8,4.6,8.8,
04/26/14, 18:27:02, 1374, 1417, 1358, 1374, 283, 275, 312, 291, 125, 59, 0, 53,13.8,3.2,8.8,
04/26/14, 18:27:08, 1361, 1401, 1344, 1366, 283, 277, 314, 293, 125, 57, 0, 53,13.8,11.3,8.8,
04/26/14, 18:27:14, 1300, 1317, 1308, 1330, 289, 284, 314, 297, 127, 30, 0, 53,13.8,18.4,8.8,
04/26/14, 18:27:20, 1300, 1310, 1315, 1335, 293, 291, 317, 301, 129, 35, 0, 53,13.8,18.7,8.8,
04/26/14, 18:27:26, 1300, 1310, 1320, 1335, 298, 297, 319, 305, 131, 35, 0, 53,13.8,18.9,8.8,
04/26/14, 18:27:32, 1300, 1310, 1320, 1335, 301, 302, 321, 308, 131, 35, 0, 51,13.4,18.7,8.8,
04/26/14, 18:27:38, 1300, 1310, 1320, 1341, 305, 307, 323, 311, 135, 41, 0, 51,13.8,18.9,9.0,
04/26/14, 18:27:44, 1300, 1310, 1320, 1347, 308, 311, 325, 314, 135, 47, 0, 51,13.8,18.7,9.0,
04/26/14, 18:27:50, 1300, 1310, 1320, 1347, 310, 315, 327, 316, 139, 47, 0, 51,13.8,18.7,9.0,
04/26/14, 18:27:56, 1300, 1310, 1320, 1347, 313, 319, 327, 318, 142, 47, 0, 51,13.8,18.7,9.0,
04/26/14, 18:28:02, 1300, 1315, 1320, 1347, 315, 321, 327, 320, 145, 47, 0, 49,13.8,18.5,9.0,
04/26/14, 18:28:08, 1305, 1315, 1320, 1347, 317, 323, 329, 322, 148, 42, 0, 49,13.8,18.5,9.0,
04/26/14, 18:28:14, 1305, 1315, 1320, 1347, 319, 323, 331, 324, 152, 42, 0, 49,13.8,18.5,9.2,
04/26/14, 18:28:20, 1305, 1315, 1320, 1352, 321, 326, 331, 326, 155, 47, 0, 49,13.8,18.5,9.2,
04/26/14, 18:28:26, 1305, 1315, 1320, 1352, 324, 326, 333, 328, 159, 47, 0, 49,13.8,18.1,9.2,
04/26/14, 18:28:32, 1299, 1305, 1320, 1345, 324, 328, 333, 328, 161, 46, 0, 47,13.8,18.3,9.2,
04/26/14, 18:28:38, 1299, 1305, 1315, 1345, 326, 328, 333, 330, 164, 46, 0, 47,13.8,18.1,9.2,
04/26/14, 18:28:44, 1299, 1305, 1323, 1350, 326, 331, 333, 332, 168, 51, 0, 47,13.8,15.7,9.2,
04/26/14, 18:28:50, 1335, 1344, 1367, 1389, 326, 331, 333, 332, 170, 54, 0, 47,13.8,14.3,9.2,
04/26/14, 18:28:56, 1342, 1351, 1377, 1397, 326, 331, 333, 334, 173, 55, 0, 47,13.8,14.5,9.4,
