Actual Duration 0.02 Hours, Interval 6 Seconds
Date,TIME,E1,E2,E3,E4,C1,C2,C3,C4,OILT,DIF,CLD,OAT,BAT,FF,USD,MARK
06/29/14, 17:11:42, 446, 466, 460, 458, 210, 202, 217, 218, 105, 20, 0, 67,11.7,0.0,13.8,
06/29/14, 17:11:48, 446, 466, 460, 458, 210, 202, 217, 218, 105, 20, 0, 67,11.7,0.0,13.8,
06/29/14, 17:11:54, 436, 454, 448, 448, 210, 202, 217, 218, 105, 18, 0, 67,11.7,0.0,13.8,
06/29/14, 17:12:00, 427, 445, 439, 440, 210, 202, 215, 218, 105, 18, 0, 67,11.7,0.0,13.8,
06/29/14, 17:12:06, 420, 436, 431, 431, 208, 202, 215, 218, 105, 16, 0, 67,11.7,0.0,13.8,
06/29/14, 17:12:12, 411, 427, 424, 424, 208, 202, 215, 216, 107, 16, 0, 67,11.7,0.0,0.0,
06/29/14, 17:12:18, 403, 418, 415, 416, 208, 200, 215, 216, 107, 15, 0, 67,11.7,0.0,0.0,
06/29/14, 17:12:24, 397, 412, 409, 410, 206, 200, 213, 216, 107, 15, 0, 67,11.7,0.0,0.0,
06/29/14, 17:12:30, 391, 406, 403, 403, 206, 200, 213, 216, 107, 15, 0, 67,11.7,0.0,0.0,
06/29/14, 17:12:36, 384, 398, 395, 396, 206, 200, 213, 214, 107, 14, 0, 67,11.7,0.0,0.0,
06/29/14, 17:12:42, 377, 391, 390, 390, 206, 200, 211, 214, 107, 14, 0, 67,11.7,0.0,0.0,
06/29/14, 17:12:48, 371, 383, 383, 384, 206, 198, 211, 214, 107, 13, 0, 67,11.7,0.0,0.0,
06/29/14, 17:12:54, 364, 376, 383, 378, 204, 198, 211, 214, 107, 19, 0, 67,11.7,0.0,0.0,
