Actual Duration 0.09 Hours, Interval 6 Seconds
Date,TIME,E1,E2,E3,E4,C1,C2,C3,C4,OILT,DIF,CLD,OAT,BAT,FF,USD,MARK
05/04/14, 18:42:54, 1236, 1254, 1195, 1203, 106, 112, 107, 106, 64, 59, 0, 61,13.8,2.3,1.1,
05/04/14, 18:43:00, 1247, 1297, 1218, 1219, 108, 112, 107, 106, 64, 79, 0, 61,13.8,2.3,1.1,
05/04/14, 18:43:06, 1176, 1237, 1225, 1199, 114, 118, 116, 113, 64, 61, 0, 61,13.8,3.3,1.1,
05/04/14, 18:43:12, 1297, 1372, 1275, 1283, 121, 125, 123, 120, 67, 97, 0, 61,13.8,3.3,1.1,
05/04/14, 18:43:18, 1345, 1407, 1292, 1319, 131, 133, 132, 128, 67, 115, 0, 61,13.8,3.3,1.1,
05/04/14, 18:43:24, 1354, 1414, 1300, 1334, 137, 140, 139, 135, 70, 114, 0, 61,13.8,3.0,1.1,
05/04/14, 18:43:30, 1354, 1427, 1308, 1339, 144, 146, 147, 142, 70, 119, 0, 61,13.8,3.0,1.1,
05/04/14, 18:43:36, 1354, 1427, 1318, 1339, 151, 152, 154, 149, 72, 109, 0, 61,13.8,2.7,1.1,
05/04/14, 18:43:42, 1354, 1422, 1325, 1333, 157, 158, 161, 155, 74, 97, 0, 61,13.8,2.7,1.1,
05/04/14, 18:43:48, 1354, 1422, 1332, 1333, 163, 163, 168, 162, 74, 90, 0, 61,13.8,2.7,1.1,
05/04/14, 18:43:54, 1364, 1422, 1337, 1333, 169, 167, 175, 167, 76, 89, 0, 61,13.8,2.7,1.1,
05/04/14, 18:44:00, 1364, 1428, 1343, 1333, 174, 172, 180, 173, 76, 95, 0, 61,13.8,2.7,1.1,
05/04/14, 18:44:06, 1372, 1428, 1343, 1338, 179, 177, 186, 179, 79, 90, 0, 63,13.8,2.7,1.1,
05/04/14, 18:44:12, 1362, 1428, 1353, 1338, 184, 181, 193, 184, 79, 90, 0, 63,13.8,2.7,1.1,
05/04/14, 18:44:18, 1362, 1433, 1353, 1338, 189, 186, 198, 188, 81, 95, 0, 63,13.8,2.7,1.1,
05/04/14, 18:44:24, 1370, 1433, 1353, 1338, 194, 190, 203, 193, 81, 95, 0, 63,13.8,2.7,1.1,
05/04/14, 18:44:30, 1370, 1433, 1359, 1338, 198, 194, 208, 198, 84, 95, 0, 63,13.8,2.7,1.1,
05/04/14, 18:44:36, 1356, 1444, 1352, 1346, 202, 197, 213, 202, 84, 98, 0, 63,13.8,2.0,1.1,
05/04/14, 18:44:42, 1317, 1396, 1332, 1336, 206, 201, 218, 206, 86, 79, 0, 63,13.8,3.8,1.1,
05/04/14, 18:44:48, 1361, 1436, 1332, 1351, 211, 206, 223, 211, 88, 104, 0, 63,13.8,2.5,1.1,
05/04/14, 18:44:54, 1366, 1430, 1340, 1351, 214, 209, 227, 215, 88, 90, 0, 63,13.8,2.2,1.1,
05/04/14, 18:45:00, 1359, 1430, 1340, 1351, 218, 212, 231, 219, 91, 90, 0, 63,13.8,2.2,1.1,
05/04/14, 18:45:06, 1359, 1430, 1340, 1346, 221, 215, 235, 222, 91, 90, 0, 63,13.8,2.2,1.1,
05/04/14, 18:45:12, 1359, 1430, 1340, 1346, 224, 218, 239, 226, 94, 90, 0, 63,13.8,2.2,1.1,
05/04/14, 18:45:18, 1352, 1417, 1340, 1340, 226, 220, 243, 229, 94, 77, 0, 63,13.8,2.2,1.1,
05/04/14, 18:45:24, 1352, 1417, 1340, 1345, 229, 223, 246, 232, 96, 77, 0, 63,13.8,2.2,1.1,
05/04/14, 18:45:30, 1345, 1417, 1340, 1345, 232, 226, 249, 235, 98, 77, 0, 63,13.8,2.2,1.3,
05/04/14, 18:45:36, 1345, 1417, 1340, 1338, 235, 228, 253, 237, 98, 79, 0, 63,13.8,2.2,1.3,
05/04/14, 18:45:42, 1339, 1417, 1340, 1338, 237, 230, 256, 240, 100, 79, 0, 63,13.8,2.2,1.3,
05/04/14, 18:45:48, 1339, 1417, 1340, 1338, 239, 233, 259, 243, 100, 79, 0, 63,13.8,2.0,1.3,
05/04/14, 18:45:54, 1347, 1417, 1340, 1338, 241, 235, 262, 245, 103, 79, 0, 63,13.8,2.0,1.3,
05/04/14, 18:46:00, 1347, 1417, 1340, 1338, 243, 237, 265, 247, 103, 79, 0, 63,13.8,2.0,1.3,
05/04/14, 18:46:06, 1347, 1422, 1345, 1338, 245, 237, 268, 249, 105, 84, 0, 63,13.8,2.0,1.3,
05/04/14, 18:46:12, 1341, 1422, 1345, 1338, 247, 240, 270, 252, 105, 84, 0, 63,13.8,2.0,1.3,
05/04/14, 18:46:18, 1331, 1422, 1345, 1338, 249, 242, 273, 252, 107, 91, 0, 63,13.8,2.0,1.3,
05/04/14, 18:46:24, 1316, 1422, 1333, 1338, 251, 242, 275, 255, 107, 106, 0, 63,13.8,1.8,1.3,
05/04/14, 18:46:30, 1316, 1413, 1333, 1344, 253, 245, 278, 257, 110, 97, 0, 63,13.8,1.8,1.3,
05/04/14, 18:46:36, 1307, 1420, 1328, 1344, 253, 245, 280, 259, 110, 113, 0, 63,13.8,1.8,1.3,
