Actual Duration 0.02 Hours, Interval 6 Seconds
Date,TIME,E1,E2,E3,E4,C1,C2,C3,C4,OILT,DIF,CLD,OAT,BAT,FF,USD,MARK
07/10/14, 04:10:08, 399, 394, 406, 401, 199, 195, 214, 210, 111, 12, 0, 69,11.7,0.0,22.2,
07/10/14, 04:10:14, 399, 394, 406, 401, 199, 195, 214, 210, 111, 12, 0, 69,11.7,0.0,22.2,
07/10/14, 04:10:20, 389, 385, 397, 393, 199, 195, 214, 210, 111, 12, 0, 69,11.7,0.0,22.2,
07/10/14, 04:10:26, 383, 380, 391, 388, 197, 193, 214, 208, 111, 11, 0, 69,11.7,0.0,22.2,
07/10/14, 04:10:32, 375, 374, 385, 379, 197, 193, 212, 208, 111, 11, 0, 69,11.7,0.0,22.2,
07/10/14, 04:10:38, 370, 366, 378, 372, 197, 193, 212, 208, 111, 12, 0, 69,11.7,0.0,22.2,
07/10/14, 04:10:44, 362, 360, 370, 366, 195, 191, 210, 206, 111, 10, 0, 69,11.7,0.0,22.2,
07/10/14, 04:10:50, 355, 354, 370, 360, 195, 191, 210, 206, 111, 16, 0, 69,11.7,0.0,22.2,
07/10/14, 04:10:56, 355, 349, 362, 360, 195, 191, 210, 206, 111, 13, 0, 69,11.7,0.0,22.2,
07/10/14, 04:11:02, 347, 344, 356, 351, 193, 189, 208, 204, 111, 12, 0, 69,11.7,0.0,22.2,
07/10/14, 04:11:08, 340, 339, 351, 345, 193, 189, 208, 204, 111, 12, 0, 69,11.7,0.0,22.2,
07/10/14, 04:11:14, 340, 332, 345, 339, 193, 189, 206, 204, 111, 13, 0, 69,11.7,0.0,22.2,
07/10/14, 04:11:20, 330, 326, 340, 339, 191, 187, 206, 204, 111, 14, 0, 69,11.7,0.0,22.2,
07/10/14, 04:11:26, 330, 321, 340, 330, 191, 187, 206, 202, 111, 19, 0, 69,11.7,0.0,22.2,
07/10/14, 04:11:32, 321, 321, 330, 330, 191, 187, 206, 202, 111, 9, 0, 69,11.7,0.0,22.2,
