Actual Duration 0.28 Hours, Interval 6 Seconds
Date,TIME,E1,E2,E3,E4,C1,C2,C3,C4,OILT,DIF,CLD,OAT,BAT,FF,USD,MARK
06/21/14, 22:33:44, 1318, 1416, 1299, 1335, 159, 166, 169, 165, 106, 117, 0, 70,13.8,2.2,11.4,
06/21/14, 22:33:50, 1318, 1416, 1299, 1335, 159, 166, 169, 165, 106, 117, 0, 70,13.8,2.2,11.4,
06/21/14, 22:33:56, 1318, 1425, 1307, 1340, 164, 171, 176, 171, 106, 118, 0, 70,13.8,2.0,11.4,
06/21/14, 22:34:02, 1302, 1436, 1292, 1376, 169, 176, 182, 176, 106, 144, 0, 70,13.8,2.0,11.4,
06/21/14, 22:34:08, 1288, 1436, 1292, 1382, 174, 180, 188, 181, 108, 148, 0, 70,13.8,2.0,11.4,
06/21/14, 22:34:14, 1297, 1436, 1286, 1388, 179, 185, 193, 186, 108, 150, 0, 70,13.8,1.7,11.4,
06/21/14, 22:34:20, 1312, 1400, 1268, 1388, 183, 188, 199, 190, 108, 132, 0, 70,13.8,1.7,11.4,
06/21/14, 22:34:26, 1312, 1407, 1263, 1365, 187, 192, 203, 194, 110, 144, 0, 70,13.8,1.7,11.4,
06/21/14, 22:34:32, 1295, 1407, 1263, 1358, 190, 195, 208, 198, 110, 144, 0, 70,13.8,1.7,11.4,
06/21/14, 22:34:38, 1276, 1413, 1268, 1358, 194, 199, 212, 201, 110, 145, 0, 70,13.8,1.7,11.4,
06/21/14, 22:34:44, 1258, 1344, 1274, 1319, 197, 202, 217, 205, 112, 86, 0, 70,13.8,1.3,11.4,
06/21/14, 22:34:50, 1135, 1226, 1236, 1208, 200, 204, 220, 208, 112, 101, 0, 70,13.8,1.3,11.4,
06/21/14, 22:34:56, 1098, 1135, 1214, 1139, 202, 204, 224, 210, 112, 116, 0, 70,13.8,1.3,11.4,
06/21/14, 22:35:02, 1074, 1128, 1189, 1079, 202, 206, 226, 213, 112, 115, 0, 70,13.8,1.3,11.4,
06/21/14, 22:35:08, 1082, 1025, 1230, 1115, 205, 208, 229, 215, 114, 205, 0, 70,13.8,1.3,11.4,
06/21/14, 22:35:14, 1107, 1085, 1182, 1070, 207, 208, 231, 217, 114, 112, 0, 70,13.8,1.3,11.4,
06/21/14, 22:35:20, 1107, 1093, 1202, 1100, 209, 210, 233, 219, 114, 109, 0, 72,13.8,2.7,11.4,
06/21/14, 22:35:26, 1274, 1310, 1285, 1255, 212, 214, 236, 222, 114, 55, 0, 72,13.8,2.5,11.4,
06/21/14, 22:35:32, 1311, 1377, 1329, 1325, 215, 217, 239, 225, 116, 66, 0, 72,13.8,5.0,11.4,
06/21/14, 22:35:38, 1344, 1372, 1345, 1361, 220, 224, 242, 229, 116, 28, 0, 72,13.8,6.2,11.4,
06/21/14, 22:35:44, 1344, 1359, 1334, 1361, 227, 231, 247, 234, 116, 27, 0, 72,13.8,6.2,11.4,
06/21/14, 22:35:50, 1344, 1377, 1312, 1333, 233, 237, 253, 239, 116, 65, 0, 72,13.8,3.2,11.4,
06/21/14, 22:35:56, 1355, 1401, 1312, 1342, 238, 241, 259, 244, 119, 89, 0, 72,13.8,3.0,11.4,
06/21/14, 22:36:02, 1355, 1419, 1307, 1353, 243, 244, 264, 248, 119, 112, 0, 72,13.8,3.0,11.4,
06/21/14, 22:36:08, 1363, 1425, 1307, 1358, 247, 248, 268, 253, 122, 118, 0, 72,13.8,3.0,11.4,
06/21/14, 22:36:14, 1368, 1419, 1363, 1377, 251, 252, 271, 257, 122, 56, 0, 72,13.8,3.6,11.4,
